cust_id,총구매액,최대구매액,환불금액,주구매상품,주구매지점,내점일수,내점당구매건수,주말방문비율,구매주기
145,304783000,26250000,18041000,화장품,본  점,36,2.611111111,0.07446808511,10
146,7300400,4176000,,기타,부산본점,5,2.6,0.07692307692,35
147,36869860,25875000,,디자이너,일산점,4,2,0,63
148,81239780,9765000,,농산물,본  점,17,3.411764706,0,13
149,27862000,12240000,,화장품,잠실점,8,1.25,0.1,20
150,72329000,25244800,,시티웨어,대전점,11,2.363636364,0.03846153846,26
151,16890450,4599000,,스포츠,창원점,12,1.75,0,22
152,159877920,41706000,43200000,디자이너,잠실점,31,2.161290323,0.2537313433,10
153,337481650,43620000,28124200,농산물,일산점,91,9.120879121,0.721686747,3
154,4009000,1980000,,시티웨어,청량리점,2,2.5,0,38
155,29622900,12240000,,기타,영등포점,4,2,0,40
156,1848000,1771000,,건강식품,본  점,1,2,1,0
157,510000,510000,,육류,본  점,1,1,0,0
158,583828800,168000000,120000,기타,잠실점,15,3.266666667,0.4693877551,22
159,1980000,1980000,,시티웨어,분당점,1,1,0,0
160,9580000,9196800,,시티웨어,본  점,1,2,0,0
161,285275820,91872000,26660000,농산물,잠실점,62,2.612903226,0.08024691358,5
162,921000,576000,,차/커피,본  점,1,2,0,0
163,76620,45000,,축산가공,영등포점,1,2,1,0
164,535194380,91872000,8687000,기타,본  점,46,2.760869565,0.1181102362,7
165,40386100,17250000,2070000,농산물,분당점,8,5,0.05,29
166,74684500,7050000,,화장품,본  점,24,1.875,0.4666666667,14
167,3132000,3628800,3780000,구두,청량리점,4,1.75,0,51
168,292855700,48507000,50000,기타,노원점,51,2.803921569,0.2377622378,7
169,4325800,2543800,,건강식품,강남점,3,1.666666667,0.8,69
170,10846000,5550000,,골프,부산본점,3,1,0.6666666667,53
171,182330270,15272000,6050000,농산물,잠실점,58,3.344827586,0.1597938144,5
172,266032800,42500000,42500000,디자이너,광주점,22,3.727272727,0.3780487805,13
173,22557240,15225000,15225000,가공식품,본  점,13,3.076923077,0.075,25
174,736000,460000,,화장품,잠실점,1,2,0,0
175,69219600,11088000,5891500,시티웨어,광주점,19,2.315789474,0.2954545455,18
176,54252670,11750000,20492400,기타,분당점,35,4.514285714,0.3227848101,9
177,17581400,3801600,1653600,화장품,센텀시티점,10,2.2,0.2272727273,31
178,28912000,7490000,,가공식품,강남점,7,4.142857143,0.4827586207,43
179,1571800,921600,,가공식품,관악점,1,6,1,0
180,90790500,34270000,1342000,가공식품,본  점,9,3.444444444,0.06451612903,31
181,263885610,11850000,1968200,기타,잠실점,123,3.93495935,0.3347107438,2
182,7799000,5600000,,스포츠,부산본점,1,3,1,0
183,15395900,9125000,,가공식품,잠실점,10,2.1,0,23
184,5134500,2225000,4110200,캐주얼,부산본점,10,1.9,0.3157894737,11
185,49173370,5293400,936000,농산물,부산본점,38,3.342105263,0.1968503937,9
186,457600470,141840000,11352000,기타,잠실점,82,2.963414634,0.2757201646,4
187,246000,150000,,기타,분당점,1,3,0,0
188,10321200,12222000,10110600,가구,미아점,8,1.5,0.5,4
189,232374000,35901000,14255000,디자이너,본  점,38,1.894736842,0.3611111111,8
190,196820,56680,,주류,노원점,2,5.5,1,14
191,31637550,4840000,,일용잡화,분당점,11,1.545454545,0.1176470588,28
192,93903550,22344000,,가공식품,분당점,18,4.166666667,0.1733333333,18
193,87388900,20000000,2316000,가공식품,본  점,32,3.0625,0.4387755102,9
194,40341080,5544000,,농산물,관악점,52,8.076923077,0.1452380952,6
195,10062000,4185000,,남성 캐주얼,분당점,4,1.75,0.4285714286,62
196,87684100,10900000,29805400,명품,본  점,44,2,0.2159090909,7
197,4464000,4464000,,디자이너,미아점,1,1,0,0
198,30722230,19470000,,축산가공,본  점,29,2.689655172,0.2051282051,11
199,17930000,14630000,,시티웨어,강남점,1,2,0,0
200,2476800,2476800,,피혁잡화,부산본점,1,1,0,0
201,478429880,88000000,19255000,남성 캐주얼,잠실점,49,2.285714286,0.2410714286,7
202,806000,806000,,화장품,본  점,1,1,1,0
203,877500,721500,,기타,본  점,2,1.5,0,88
204,15111000,14454000,,가구,노원점,1,2,1,0
205,81825270,7250000,16984000,가공식품,부산본점,156,3.833333333,0.245819398,2
206,385246700,37510000,,화장품,본  점,51,2.509803922,0.453125,6
207,3306000,1242000,,모피/피혁,영등포점,4,1.75,0,70
208,377453160,114000000,10500000,시티웨어,미아점,26,2.038461538,0.5660377358,13
209,139233380,17100000,,농산물,영등포점,46,4.260869565,0.25,7
210,211517700,35715000,16014000,기타,일산점,47,2.659574468,0.4,7
211,2495400,1875000,,수산품,본  점,1,7,1,0
212,567250,560000,,육류,노원점,2,1.5,1,0
213,33719500,5750000,,수산품,본  점,12,2,0.2083333333,20
214,402450700,161000000,381521000,디자이너,본  점,40,2.125,0.2941176471,6
215,100468740,12000000,2967000,농산물,관악점,50,4.32,0.3333333333,7
216,162650520,13272000,32152900,명품,부산본점,46,2.347826087,0.0462962963,7
217,50646400,13478000,6351000,캐주얼,부산본점,9,3,0.07407407407,23
218,5752750,1750000,,캐주얼,본  점,6,2.333333333,0.1428571429,47
219,122892510,27025000,,기타,대전점,21,4.333333333,0.4615384615,15
220,16874410,10704000,2645000,수산품,광주점,14,3.214285714,0.3555555556,24
221,94186870,21480000,7950000,농산물,본  점,67,5.671641791,0.3631578947,5
222,44513000,14400000,,육류,본  점,7,2.571428571,0.1111111111,18
223,171326210,34500000,7663000,기타,본  점,39,3.58974359,0.2571428571,8
224,930000,930000,,남성 캐주얼,영등포점,1,1,0,0
225,26011480,12936000,,가공식품,강남점,8,3.75,0.5,35
226,396256660,48040000,18244000,명품,본  점,69,3.826086957,0.2878787879,5
227,16592200,16592200,,남성 트랜디,분당점,1,1,1,0
228,41896940,7605000,,가공식품,안양점,12,5.083333333,0.3114754098,25
229,2763000,1568000,,아동,본  점,2,1,1,62
230,404538200,39018000,4440000,가공식품,동래점,40,3.6,0.1875,9
231,805120,325600,,농산물,강남점,2,4.5,0.7777777778,20
232,40000,30000,,가공식품,본  점,1,3,1,0
233,274149780,88000000,,시티웨어,잠실점,52,3.038461538,0.4683544304,6
234,12100000,12100000,,셔츠,본  점,1,1,1,0
235,56772170,3675000,6293200,농산물,관악점,95,6.378947368,0.301980198,3
236,9737000,5850000,,디자이너,부산본점,2,1,0,63
237,179968970,18172000,12348000,농산물,본  점,39,5.102564103,0.03015075377,8
238,103305800,13057000,5808000,섬유잡화,관악점,21,2.761904762,0.2931034483,14
239,47108540,14875000,,기타,본  점,23,2.130434783,0.306122449,15
240,34662500,33600000,,남성정장,본  점,2,1,0.5,95
241,121809800,9636000,8199100,스포츠,광주점,50,1.7,0.1411764706,7
242,220184580,113664000,,가공식품,본  점,17,2.823529412,0.2708333333,20
243,96766950,16660000,2000000,축산가공,분당점,19,3,0.3859649123,18
244,31662000,27750000,,섬유잡화,광주점,2,2,0.75,15
245,105991880,38550000,,농산물,부산본점,67,3.089552239,0.2850241546,5
246,123000,123000,,일용잡화,본  점,1,1,0,0
247,349113180,28800000,30766000,기타,분당점,69,3.362318841,0.4482758621,5
248,10000,10000,,가공식품,잠실점,1,1,1,0
249,30162270,8665020,,기타,분당점,11,2.272727273,0.36,28
250,63696000,17550000,23459000,명품,본  점,21,1.095238095,0.2608695652,12
251,61000,61000,,명품,본  점,1,1,0,0
252,139963420,14513000,10212000,가공식품,본  점,27,2.37037037,0.71875,12
253,807000,437000,,스포츠,분당점,1,3,0,0
254,4748600,12375000,12375000,스포츠,분당점,3,3.666666667,0.2727272727,0
255,46969270,8008000,,기타,분당점,10,4.1,0.4390243902,30
256,367329330,84945000,3360000,가공식품,인천점,37,5.702702703,0.2369668246,9
257,11050000,6251000,,명품,본  점,3,1.666666667,0.6,89
258,51455300,8750000,,기타,잠실점,35,3.714285714,0.3538461538,9
259,274763860,24928000,3974400,아동,본  점,30,3.9,0.4188034188,11
260,13493000,5052000,,주류,잠실점,7,2.142857143,0.5333333333,31
261,111713950,20000000,,아동,일산점,14,2.071428571,0.4137931034,22
262,607800,408660,,기타,잠실점,1,5,1,0
263,29522130,6460000,,기타,본  점,79,2.64556962,0.3923444976,4
264,11005000,4008000,,화장품,본  점,3,1.666666667,0,85
265,10042150,1400000,2310000,가공식품,본  점,27,3.111111111,0.0119047619,13
266,32845400,17935400,,시티웨어,본  점,2,1,0.5,32
267,6801000,2950000,,남성 캐주얼,본  점,1,4,1,0
268,41358000,27808000,28648000,디자이너,본  점,12,1.25,0.2,20
269,11800000,11800000,,남성정장,청량리점,1,1,1,0
270,4319000,2072000,686000,가공식품,잠실점,4,2.25,0,46
271,30661250,9706000,,화장품,부산본점,9,2,0.2222222222,39
272,10830000,10830000,,시티웨어,광주점,1,1,1,0
273,9936400,7326000,,농산물,잠실점,4,1.5,0,82
274,170000,90000,,가공식품,본  점,1,2,1,0
275,5200000,5200000,,피혁잡화,본  점,1,1,0,0
276,196138350,25100000,45593100,디자이너,본  점,40,2.1,0.1547619048,8
277,199528710,24528000,235199200,가공식품,본  점,90,3.822222222,0.0988372093,3
278,33583000,20000000,,수산품,영등포점,2,3.5,0.1428571429,166
279,29303590,11600000,,농산물,영등포점,6,2.333333333,0.07142857143,57
280,55462700,25783000,28287000,디자이너,본  점,10,2.3,0.3913043478,33
281,263000,126000,,일용잡화,청량리점,1,4,0,0
282,83105400,16610000,,가공식품,부산본점,17,2.352941176,0.775,18
283,1915000,1680000,,생활잡화,부산본점,2,1.5,0,31
284,1968300,1470000,,수산품,노원점,4,1.25,0.6,66
285,2225000,2136000,,캐주얼,본  점,1,2,0,0
286,4141000,2604000,1725000,스포츠,분당점,2,3.5,0,2
287,1150000,1150000,,섬유잡화,본  점,1,1,1,0
288,870000,870000,,화장품,잠실점,1,1,1,0
289,713090,220000,,가공식품,분당점,5,2.8,0,19
290,227174910,18552000,,농산물,부평점,102,6.725490196,0.2390670554,3
291,243821950,119520000,3080000,기타,분당점,13,4.076923077,0.6037735849,26
292,987720920,52875000,14963000,화장품,대전점,137,2.321167883,0.3993710692,2
293,2894000,2415000,,생활잡화,본  점,1,3,0,0
294,14018900,6900000,,축산가공,분당점,6,1.666666667,0.6,51
295,1163100,19125000,19125000,농산물,본  점,3,3.333333333,0.8,2
296,26592550,19584000,,농산물,부산본점,7,3.142857143,0.3181818182,40
297,10500,5500,,가공식품,분당점,1,2,0,0
298,130214860,53544000,,가공식품,본  점,86,3.186046512,0.4087591241,4
299,775790,143000,,가공식품,강남점,6,3.833333333,0.6956521739,18
300,398583270,53429000,16399000,기타,일산점,33,2.666666667,0.3068181818,10
301,836353880,71000000,21600000,명품,동래점,61,2.918032787,0.3707865169,5
302,117141800,31656000,,화장품,부산본점,11,1.818181818,0.4,21
303,4325000,4325000,,화장품,잠실점,1,1,0,0
304,92774470,19624000,4290000,수산품,분당점,18,4.833333333,0.1264367816,17
305,61154170,9614000,240000,가공식품,본  점,140,3.378571429,0.2938689218,2
306,11510000,11250000,,골프,영등포점,2,1.5,1,41
307,13883100,12720000,,기타,인천점,1,7,0,0
308,497778300,33383000,2200000,기타,분당점,183,8.071038251,0.3838862559,1
309,275349170,96000000,,가공식품,분당점,31,4.64516129,0.3402777778,11
310,92197700,25000000,,남성 캐주얼,관악점,4,3,0.5,66
311,622000,360000,,화장품,잠실점,2,1.5,0,14
312,2640140,1236000,,차/커피,본  점,9,2.333333333,0.3333333333,36
313,246086710,11100000,,기타,본  점,95,2.210526316,0.2095238095,3
314,12474000,12474000,,디자이너,영등포점,1,1,0,0
315,1640200,4560000,4560000,캐주얼,일산점,6,1.666666667,0.6,39
316,35799650,7080000,,기타,본  점,22,2.954545455,0.2153846154,15
317,5750000,5750000,,섬유잡화,잠실점,1,1,1,0
318,11883940,4150000,,수산품,분당점,9,1.888888889,0.2941176471,28
319,2562000,1357000,,남성 캐주얼,영등포점,2,4.5,0.4444444444,1
320,3811000,3531000,,수산품,본  점,2,1.5,0,2
321,99273720,13608000,,화장품,동래점,14,2.071428571,0.06896551724,21
322,149659570,32500000,18486900,기타,본  점,83,2.445783133,0.2413793103,4
323,233423330,28608000,,농산물,일산점,30,2.7,0.1358024691,11
324,100482800,46410000,1955000,시티웨어,분당점,14,1.571428571,0.1363636364,9
325,60230680,50450000,,농산물,분당점,15,3.266666667,0.2448979592,21
326,6062000,5740000,,수산품,본  점,2,1.5,0,91
327,39641100,6900000,1394000,피혁잡화,분당점,19,1.578947368,0.1666666667,17
328,78958920,40000000,,기타,일산점,15,5.6,0.619047619,23
329,92952300,12796000,12847800,기타,본  점,24,2.125,0.09803921569,12
330,21763310,14080000,,농산물,영등포점,21,2.476190476,0.07692307692,16
331,405244930,43050000,39012000,시티웨어,영등포점,69,3.942028986,0.2205882353,5
332,1123720,490500,,농산물,분당점,4,3.25,0.5384615385,29
333,459805300,28244000,56857600,기타,분당점,66,2.939393939,0.2731958763,5
334,16330000,13530000,5784000,기타,분당점,5,4.6,0,50
335,6752000,1850000,,건강식품,잠실점,5,1.2,0.6666666667,62
336,705000,660000,,주방용품,본  점,1,2,1,0
337,4191200,3500000,,화장품,영등포점,2,1,0,81
338,24762000,18524000,,수산품,본  점,4,1.25,0.4,55
339,204516400,93600000,10120000,시티웨어,광주점,22,1.363636364,0.2,12
340,28407850,4913000,3943400,구두,부산본점,13,3.538461538,0.02173913043,13
341,66010670,12826000,15134000,가공식품,노원점,33,3.212121212,0.1886792453,10
342,19510840,920000,2135000,기타,본  점,81,2.49382716,0.301980198,4
343,194000,170000,,차/커피,영등포점,2,1,0,133
344,1237750,345000,,가공식품,분당점,2,5.5,0.6363636364,41
345,89133620,12882500,15157200,농산물,분당점,19,4.368421053,0.04819277108,18
346,6743310,12374000,13898000,캐주얼,본  점,9,1.777777778,0.375,36
347,54791590,39840000,7499570,가공식품,본  점,17,8,0.2205882353,16
348,86772800,28947600,,가공식품,대전점,8,3.375,0.2592592593,43
349,3543500,2607500,,스포츠,분당점,2,1.5,0,107
350,24783000,8820000,975000,시티웨어,안양점,5,2.2,0.09090909091,58
351,208214540,17175000,51852000,수산품,본  점,44,3.113636364,0.1167883212,7
352,1800000,2200000,2200000,모피/피혁,관악점,3,1.333333333,0,79
353,4866400,3300000,,구두,영등포점,2,1,0.5,142
354,7975140,3105000,,기타,미아점,3,20.33333333,1,11
355,83408300,35625000,1224000,트래디셔널,본  점,14,1.571428571,0.1363636364,20
356,58690340,13570000,,섬유잡화,본  점,25,1.84,0.8260869565,13
357,186972200,58520000,,기타,본  점,23,4.347826087,0.5,15
358,21106340,11000000,4364000,구두,영등포점,6,3.666666667,0.2727272727,43
359,3996000,3996000,,건강식품,영등포점,1,1,0,0
360,57396570,22704000,19504000,기타,미아점,37,2.675675676,0.4747474747,9
361,3200840,5664000,6532000,가공식품,노원점,14,3.5,0.5306122449,13
362,59701200,10017000,,명품,동래점,16,1.5625,0.16,22
363,600000,570000,,섬유잡화,본  점,1,2,0,0
364,37741300,4725000,,화장품,본  점,9,2.333333333,0,36
365,107932500,15375000,18500000,골프,청량리점,29,1.620689655,0.2978723404,11
366,11641300,5390000,238000,가공식품,영등포점,14,1.928571429,0.4444444444,23
367,61099210,15887500,,가공식품,본  점,19,3.210526316,0,18
368,107170,76550,,가공식품,본  점,1,3,0,0
369,48107250,6075000,,셔츠,본  점,13,2.538461538,0.7878787879,23
370,57664000,16125000,,가공식품,부평점,9,3.333333333,0.4666666667,24
371,655498040,101040000,35062500,시티웨어,강남점,50,2.1,0.1619047619,6
372,331168020,37490000,24115000,시티웨어,강남점,59,2.610169492,0.3181818182,5
373,177310050,24780000,,화장품,잠실점,31,1.741935484,0.2222222222,11
374,5525800,2841600,,화장품,부산본점,2,3.5,0,15
375,1800000,1800000,,피혁잡화,청량리점,1,1,1,0
376,20064000,16544000,,시티웨어,본  점,2,1,0,17
377,1657400,1015000,,명품,본  점,3,1,0.3333333333,18
378,304615000,61250000,10098200,캐주얼,영등포점,47,2.893617021,0.2647058824,7
379,140703820,15225000,15850000,모피/피혁,영등포점,16,2.625,0,20
380,133804900,47400000,,농산물,분당점,25,4.84,0.1818181818,14
381,187886250,15162000,882000,디자이너,광주점,33,1.878787879,0.1774193548,10
382,682500,680000,,차/커피,미아점,1,2,0,0
383,10922000,10340000,358600,주방가전,강남점,4,1.25,0,38
384,42348200,13920000,,가구,잠실점,5,1.2,0.1666666667,39
385,123174900,49122000,,명품,잠실점,13,1.846153846,0.2083333333,24
386,74582410,12575000,3556000,기타,잠실점,30,4.7,0.170212766,11
387,179359070,26650000,22409600,란제리/내의,부산본점,21,2.285714286,0.1458333333,15
388,151115480,65320000,10230700,기타,본  점,34,2.088235294,0.3521126761,9
389,15425000,10700000,,화장품,영등포점,2,1,0,119
390,2269000,1580000,,캐주얼,잠실점,1,3,1,0
391,172782400,135700000,,가공식품,본  점,11,2.909090909,0.53125,31
392,1440000,1440000,,캐주얼,본  점,1,1,1,0
393,4140500,3150000,,가공식품,본  점,2,4.5,0.6666666667,106
394,975000,975000,,남성 캐주얼,강남점,1,1,0,0
395,50000,50000,,주방가전,광주점,1,1,0,0
396,192600,107800,,수산품,본  점,1,4,1,0
397,106315460,22750000,,농산물,노원점,20,8.6,0.06976744186,16
398,11185100,1750000,,가공식품,본  점,19,3.105263158,0.2033898305,17
399,16482070,5651100,,농산물,본  점,8,2.5,0.2,17
400,3050000,6215000,6705000,수산품,본  점,7,1.857142857,0.07692307692,30
401,13901200,6811200,,기타,잠실점,3,1.666666667,0.2,45
402,51073950,4700000,,캐주얼,분당점,12,3.75,0.3777777778,20
403,533752700,187920000,2400000,캐주얼,본  점,13,3.153846154,0.5365853659,12
404,80340270,17380800,,기타,분당점,20,5.05,0.2475247525,16
405,690000,660000,,시티웨어,영등포점,1,2,0,0
406,399000,210000,,가공식품,본  점,1,2,0,0
