cust_id,총구매액,최대구매액,환불금액,주구매상품,주구매지점,내점일수,내점당구매건수,주말방문비율,구매주기
3592,2580000,2580000,,셔츠,일산점,1,1,0,0
3593,37687100,19580000,,캐주얼,일산점,3,4.333333333,1,4
3594,105494400,27600000,6210000,기타,본  점,14,2.5,0.2285714286,24
3595,31950000,30672000,,시티웨어,본  점,1,2,1,0
3596,17405600,5740000,5740000,기타,청량리점,11,2.363636364,0.3076923077,27
3597,574280620,98028000,21994300,가공식품,인천점,59,3.457627119,0.5392156863,6
3598,28278730,10830000,,기타,영등포점,23,3.130434783,0.3472222222,15
3599,1000000,570000,,섬유잡화,일산점,2,2,0.5,51
3600,10234700,1890000,,가공식품,일산점,17,2.352941176,0.275,20
3601,264018480,38640000,,명품,본  점,27,2.62962963,0.1267605634,8
3602,43902510,19200000,,기타,분당점,10,8.3,0.1807228916,32
3603,222616800,41496000,2376000,화장품,대전점,29,2.310344828,0.3880597015,12
3604,15525800,4531000,,셔츠,본  점,5,2.4,0.25,31
3605,2619800,2744000,3544000,디자이너,본  점,6,1.166666667,0.5714285714,26
3606,26540000,26540000,,시티웨어,잠실점,1,1,1,0
3607,42947000,30272000,,디자이너,노원점,3,1,0,31
3608,110048240,18750000,,기타,관악점,14,4,0.375,20
3609,38940840,22050000,10051000,기타,광주점,26,3.884615385,0.6435643564,13
3610,9933680,8778000,,수산품,안양점,1,7,0,0
3611,2125000,1250000,,액세서리,부평점,1,2,1,0
3612,2116800,2116800,,구두,분당점,1,1,0,0
3613,71290800,9552000,2142900,캐주얼,영등포점,17,2.941176471,0.06,20
3614,284200,954000,1007000,기타,상인점,2,6,0.8333333333,0
3615,255010940,31004000,6000000,기타,분당점,31,4.483870968,0.4964028777,11
3616,3285000,3125000,,육류,일산점,1,3,0,0
3617,22000,16500,,가공식품,본  점,1,2,0,0
3618,4315850,2100000,,젓갈/반찬,본  점,2,3,0,147
3619,324888920,71530000,4388000,기타,본  점,41,2.219512195,0.1318681319,8
3620,238304160,226908000,315523800,골프,본  점,21,3.285714286,0.5072463768,16
3621,10137000,8856000,,시티웨어,본  점,2,1.5,0.6666666667,23
3622,41200910,31383500,,기타,광주점,4,2,0.25,84
3623,3522340,1200000,,가공식품,동래점,9,2.111111111,0.4736842105,38
3624,50099570,11776000,18387900,농산물,분당점,44,3.022727273,0.4962406015,8
3625,1772000,1772000,,명품,강남점,1,1,0,0
3626,43257000,24840000,,셔츠,청량리점,8,1.375,0.3636363636,32
3627,137056780,11430000,31316000,가공식품,본  점,65,3.538461538,0.352173913,5
3628,19383500,16800000,,수산품,본  점,3,1.333333333,0.75,2
3629,250000,6456000,6456000,디자이너,광주점,3,1,0,5
3630,100355230,11040000,1125000,가공식품,노원점,25,2.88,0.3333333333,14
3631,10267200,9198000,,구두,부산본점,1,2,1,0
3632,94599390,33408000,,가공식품,본  점,25,2.44,0.4754098361,13
3633,162059990,7750000,,농산물,분당점,94,7.361702128,0.3106936416,3
3634,131281760,59280000,,화장품,분당점,14,3.571428571,0.24,21
3635,143443450,21200000,,주방용품,강남점,24,1.75,0.3571428571,15
3636,47391900,15101800,,가공식품,강남점,6,2.833333333,0.8235294118,46
3637,83633560,14162760,,기타,잠실점,13,2.692307692,0.5428571429,20
3638,0,108576000,108576000,대형가전,본  점,2,1,0,24
3639,5296200,5232500,,남성 캐주얼,노원점,2,1,0.5,15
3640,2201400,1776000,,축산가공,강남점,2,5,0.4,2
3641,232510670,108456000,6240000,가공식품,본  점,29,2.482758621,0.1388888889,11
3642,13195000,12500000,,남성 캐주얼,본  점,2,1,0,17
3643,220056600,99600000,,기타,본  점,13,2.307692308,0.1333333333,25
3644,96430950,11375000,516000,기타,동래점,18,3.444444444,0.5967741935,15
3645,85099300,13860000,,화장품,부산본점,19,1.157894737,0.2727272727,17
3646,43724100,15900000,12768000,디자이너,부산본점,9,2.333333333,0.09523809524,35
3647,2228000,1738000,360000,모피/피혁,미아점,4,1,0,7
3648,500000,500000,,스포츠,본  점,1,1,1,0
3649,5174000,5174000,,시티웨어,분당점,1,1,0,0
3650,43772160,7938000,4281200,가공식품,강남점,14,4.285714286,0.3833333333,12
3651,75379500,34000000,,가공식품,일산점,6,2.5,0.4666666667,42
3652,263033730,55104000,,기타,본  점,19,2.210526316,0.2857142857,18
3653,56529610,51920000,,주방용품,대전점,4,1.75,0.2857142857,18
3654,8210000,4000000,,수산품,잠실점,3,1.666666667,0,52
3655,51772880,25454000,,농산물,잠실점,3,4.666666667,0.7857142857,106
3656,12100000,3477000,,스포츠,광주점,8,1.5,0.3333333333,37
3657,66000000,66000000,,모피/피혁,일산점,1,1,0,0
3658,286604610,58950000,14450000,농산물,본  점,49,3.530612245,0.4219653179,5
3659,290858450,36124000,,농산물,부산본점,30,7.4,0.1531531532,11
3660,63572490,25960000,3080000,수산품,본  점,20,2.55,0.2549019608,16
3661,15052750,5952000,,수산품,본  점,6,3.166666667,0.2631578947,45
3662,453321090,84870000,,가공식품,분당점,46,2.347826087,0.3240740741,7
3663,1199600,1140800,,차/커피,잠실점,1,3,0,0
3664,4824200,2539200,,모피/피혁,잠실점,1,4,1,0
3665,24000000,24000000,,골프,본  점,1,1,0,0
3666,5500,5500,,가공식품,분당점,1,1,0,0
3667,91898180,59340000,1021000,기타,본  점,80,3.7,0.3040540541,4
3668,213810700,34854600,26730000,디자이너,본  점,9,2.777777778,0.64,37
3669,3228400,1564000,,셔츠,강남점,2,2.5,0.8,31
3670,207414240,81000000,15116100,골프,본  점,52,2.442307692,0.4881889764,6
3671,101200,75900,,가공식품,본  점,1,2,1,0
3672,70212600,11270000,2800600,화장품,본  점,15,2.133333333,0.125,23
3673,16408000,12544000,,섬유잡화,잠실점,2,1,0.5,2
3674,2377500,858000,,모피/피혁,영등포점,4,1,0.5,27
3675,31499190,960000,,농산물,일산점,34,12.29411765,0.2105263158,10
3676,27829600,7875000,,시티웨어,강남점,4,2.25,0,45
3677,14830000,9660000,,가공식품,잠실점,3,2.333333333,0.8571428571,2
3678,123932610,60390000,,시티웨어,분당점,10,2.3,0.08695652174,30
3679,11798000,3750000,,시티웨어,본  점,4,1.25,0.2,35
3680,334760740,27500000,,가공식품,본  점,36,3.083333333,0.4144144144,9
3681,390000,390000,,캐주얼,대전점,1,1,0,0
3682,606000,546000,,농산물,분당점,2,1,0,94
3683,184119950,55272000,24380500,명품,본  점,54,2.537037037,0.1386861314,6
3684,27599940,5097600,,가공식품,본  점,105,2.752380952,0.214532872,3
3685,110816900,34960000,,스포츠,분당점,6,3,0.2777777778,54
3686,28462930,4625000,,기타,부평점,40,7.1,0.1232394366,9
3687,159555010,69600000,,가공식품,일산점,11,12.27272727,0.3481481481,24
3688,108418530,48622000,,기타,잠실점,14,3.071428571,0.2093023256,24
3689,402000,268000,,수산품,본  점,1,2,0,0
3690,67034050,14161000,,차/커피,잠실점,26,2.884615385,0.9066666667,12
3691,389541680,50400000,11583000,가공식품,본  점,46,3.217391304,0.2702702703,7
3692,300913200,36340000,145942600,캐주얼,부산본점,35,1.628571429,0.6315789474,9
3693,140775800,72000000,,가공식품,본  점,23,4.434782609,0.5,10
3694,500814400,95319000,21539800,기타,인천점,55,2.709090909,0.3355704698,6
3695,1078000,1029000,,남성 캐주얼,영등포점,1,2,0,0
3696,12509000,10500000,,명품,잠실점,1,3,1,0
3697,32956800,10320000,4170000,가공식품,본  점,5,4,0,26
3698,78192340,4625000,1188000,기타,안양점,93,5.870967742,0.3278388278,3
3699,17121000,15480000,,시티웨어,광주점,3,1.666666667,0.4,110
3700,136959970,15141000,,기타,부산본점,38,2.736842105,0.3173076923,9
3701,222334980,113640000,,기타,광주점,34,2.5,0.3176470588,10
3702,80529070,26840000,13651400,기타,노원점,11,4,0.5227272727,22
3703,960000,570000,,축산가공,청량리점,1,13,1,0
3704,9355980,2955500,1475000,골프,잠실점,7,1.571428571,0.3636363636,47
3705,7325330,6892800,,농산물,노원점,1,6,1,0
3706,83429720,18691200,,기타,본  점,31,2.838709677,0.2727272727,11
3707,166388870,22006600,,디자이너,잠실점,16,2.1875,0,20
3708,442020300,88410000,,디자이너,일산점,23,2.173913043,0.24,14
3709,42982080,10260000,12445000,가공식품,본  점,44,2.409090909,0.2452830189,7
3710,15997900,2400000,3103000,기타,잠실점,27,2.740740741,0.3108108108,12
3711,106842390,22410000,,농산물,잠실점,37,2.621621622,0.2474226804,8
3712,3354000,3225000,,구두,잠실점,1,2,0,0
3713,192878540,77175000,158044900,가공식품,영등포점,76,3.289473684,0.368,4
3714,33050860,13080000,,기타,분당점,7,2.142857143,0.1333333333,37
3715,434924920,21868000,,농산물,분당점,106,5.773584906,0.3153594771,3
3716,8455990,7152000,7450000,농산물,분당점,7,4.571428571,0.1875,48
3717,29320750,10900000,7400000,기타,광주점,3,6.666666667,0.6,11
3718,356211500,36038250,28991000,기타,본  점,37,3.540540541,0.1145038168,9
3719,35565020,29184000,,농산물,분당점,15,3.466666667,0.25,15
3720,17326350,13547000,,일용잡화,분당점,3,1.333333333,0.5,17
3721,326400,326400,,농산물,본  점,1,1,1,0
3722,154556120,13090000,15760000,기타,일산점,51,3,0.2679738562,6
3723,43665960,27170000,,식기,미아점,4,1.5,0,10
3724,18450000,18450000,,시티웨어,잠실점,1,1,0,0
3725,21863000,9856000,,기타,잠실점,5,3.6,0,47
3726,424000,424000,,주방용품,분당점,1,1,0,0
3727,8468000,6900000,,스포츠,포항점,2,1,0,17
3728,2391540,1325000,,농산물,분당점,5,2.4,0.4166666667,42
3729,469970,429660,,기타,본  점,1,3,0,0
3730,10322500,7125000,,화장품,본  점,2,2.5,0,136
3731,7410000,7410000,,모피/피혁,잠실점,1,1,0,0
3732,23625650,5568000,,트래디셔널,부평점,4,3,0.4166666667,59
3733,28000000,17000000,,남성정장,본  점,2,1,0,16
3734,166682170,25680000,3270000,기타,광주점,46,2.347826087,0.1944444444,7
3735,317534150,114512000,5119800,기타,잠실점,18,2.166666667,0.3076923077,16
3736,13827380,3900000,1187600,농산물,강남점,19,1.947368421,0.1351351351,18
3737,15456200,7692000,,명품,부산본점,2,2.5,0.8,2
3738,81868840,7125000,,기타,일산점,39,3.923076923,0.3202614379,8
3739,470780,128700,,기타,분당점,1,15,1,0
3740,4915640,4300000,,기타,분당점,3,2.333333333,0,66
3741,3976000,2860800,,젓갈/반찬,미아점,1,6,1,0
3742,8614250,6270000,464000,모피/피혁,청량리점,7,1.571428571,0.2727272727,31
3743,67000800,10746000,320000,시티웨어,청량리점,28,2.285714286,0.296875,10
3744,148116940,34960000,17652600,기타,안양점,34,2.676470588,0.6373626374,10
3745,51871490,12180000,,시티웨어,잠실점,17,2.294117647,0.2307692308,15
3746,49989400,22200000,,가공식품,본  점,5,3,0,34
3747,26973560,3990000,2790000,기타,분당점,29,3.103448276,0.2666666667,12
3748,220894690,34560000,37762000,디자이너,본  점,40,2.35,0.2872340426,8
3749,4230000,4060800,,구두,부산본점,1,2,0,0
3750,17671600,7176000,1820000,시티웨어,영등포점,4,1.25,0,42
3751,1700000,1615000,,섬유잡화,일산점,1,2,0,0
3752,112065100,28200000,29820000,시티웨어,미아점,23,1.956521739,0.1777777778,15
3753,20000,10000,,가공식품,일산점,2,1,1,70
3754,17105530,7656000,,수산품,광주점,7,5.142857143,0.2777777778,37
3755,262000,154000,,가공식품,잠실점,2,3,0.8333333333,75
3756,3792000,3792000,,구두,동래점,1,1,0,0
3757,127600250,30400000,,시티웨어,분당점,9,1.555555556,0.9285714286,23
3758,16347210,2865800,,기타,잠실점,8,3.625,0.06896551724,21
3759,92411130,15918000,,가공식품,본  점,17,3.235294118,0.4181818182,20
3760,618518300,41314000,9380000,시티웨어,영등포점,60,1.966666667,0.2881355932,5
3761,3432150,3036000,,농산물,일산점,2,3,0,20
3762,140276400,28000000,11300000,기타,분당점,17,4.882352941,0.421686747,19
3763,216132200,62280000,1936000,농산물,강남점,37,6.648648649,0.2520325203,8
3764,5006320,3718000,,통신/컴퓨터,부산본점,2,1,1,0
3765,2861237540,100152000,137212100,시티웨어,광주점,141,2.517730496,0.3070422535,2
3766,547200,276000,,일용잡화,잠실점,2,1,0,92
3767,13813100,4796000,,골프,분당점,4,1.25,0,24
3768,277989100,25032000,,스포츠,부산본점,16,2.5,0.125,15
3769,6052330,1975000,2721500,기타,본  점,22,2.454545455,0.3148148148,14
3770,1425000,1425000,,스포츠,영등포점,1,1,1,0
3771,502941960,32760000,,기타,본  점,46,3.695652174,0.2352941176,7
3772,1986000,760000,,생활잡화,본  점,4,1,0.25,52
3773,12763110,1560000,,농산물,본  점,8,5.25,0.2857142857,33
3774,28601310,13986000,2380000,농산물,광주점,16,5.875,0.2446808511,21
3775,250000,250000,,셔츠,분당점,1,1,0,0
3776,19074800,11400000,,구두,본  점,1,3,1,0
3777,35758350,5250000,,차/커피,잠실점,16,4.25,0.3970588235,22
3778,13198890,4500000,,화장품,강남점,9,2.222222222,0.1,26
3779,105619440,17388000,,화장품,광주점,11,2,0.4545454545,26
3780,4600000,4600000,,화장품,부산본점,1,1,0,0
3781,37081000,23140000,,가공식품,광주점,3,3.666666667,0,60
3782,2737200,1320000,,농산물,본  점,6,3.666666667,0.3181818182,47
3783,46150000,15000000,,시티웨어,강남점,7,1.857142857,0.1538461538,38
3784,2623600,2600000,,화장품,부산본점,2,1,0,110
3785,50000,50000,,가공식품,본  점,1,1,0,0
3786,36051830,6810000,,기타,본  점,16,2.9375,0.3829787234,20
3787,34521600,20850000,,스포츠,부산본점,2,2.5,0.8,93
3788,6475000,6475000,,화장품,부산본점,1,1,0,0
3789,208568700,30765000,47769400,아동,광주점,24,3.375,0.4814814815,13
3790,416406190,44376000,35677700,명품,강남점,86,1.965116279,0.3372781065,4
3791,274631000,127788000,3400000,디자이너,본  점,6,1.166666667,0.1428571429,13
3792,403930,232800,,기타,관악점,1,5,0,0
3793,3754000,3740000,,가공식품,일산점,2,1.5,0.3333333333,22
3794,51456200,7980000,,기타,안양점,21,2.666666667,0.2142857143,15
3795,208250,117500,,농산물,분당점,1,5,0,0
3796,222143100,82530000,98685100,화장품,본  점,44,2.522727273,0.2522522523,7
3797,11893300,5275000,,가공식품,잠실점,11,2.363636364,0.6923076923,27
3798,2718900,1537500,,일용잡화,분당점,1,10,0,0
3799,138737840,48026000,,화장품,노원점,7,1.571428571,0.5454545455,14
3800,164826260,21281000,34459000,시티웨어,강남점,91,2.32967033,0.2028301887,3
3801,386152850,35280000,132008800,명품,대전점,62,1.693548387,0.2761904762,5
3802,16156770,8592000,8592000,디자이너,분당점,9,2.444444444,0.09090909091,34
3803,156506280,14736000,18353600,기타,본  점,62,3.306451613,0.4048780488,5
3804,249904330,27000000,772800,가공식품,일산점,29,3.137931034,0.4175824176,12
3805,3740290,1209600,,가공식품,대전점,8,3.625,0.5172413793,34
3806,3906400,1782500,,스포츠,잠실점,3,1.666666667,0,25
3807,354458200,75460000,,농산물,미아점,75,4.293333333,0.08695652174,4
3808,1656520,432000,,가공식품,분당점,3,8.333333333,0.64,24
3809,258143940,138960000,,기타,분당점,22,9.590909091,0.01895734597,14
3810,152176320,25280000,1000000,시티웨어,청량리점,21,1.523809524,0.34375,16
3811,515000,187200,,기타,일산점,2,3,0.6666666667,0
3812,13723200,3710000,,주방용품,일산점,6,1.5,0.8888888889,25
3813,585000,345000,,캐주얼,관악점,1,2,0,0
3814,244864050,53820000,15979000,기타,청량리점,34,2.529411765,0.511627907,9
3815,108000,36000,,가공식품,부산본점,1,6,0,0
3816,166059800,24736800,3960000,골프,광주점,14,3.142857143,0.7727272727,19
3817,246067500,30548000,14360000,화장품,본  점,21,2.095238095,0.2727272727,16
3818,3960000,3960000,,디자이너,일산점,1,1,0,0
3819,21988920,3996000,7272000,기타,본  점,13,2.692307692,0.4571428571,13
3820,19627170,16992000,,가공식품,본  점,24,3.208333333,0.2207792208,15
3821,140500,60000,,가공식품,잠실점,1,11,1,0
3822,47091650,7152000,3885000,시티웨어,본  점,20,2.1,0.4047619048,13
3823,185407330,22125000,1273000,기타,광주점,53,2.339622642,0.2822580645,6
3824,125186240,72600000,,디자이너,영등포점,11,1.818181818,0.2,29
3825,139100,43440,,기타,광주점,1,9,0,0
3826,49520350,24936000,,디자이너,영등포점,8,2,0.375,41
3827,48354970,21267000,21267000,기타,분당점,11,9.272727273,0.7843137255,30
3828,154809850,49450000,6900000,기타,노원점,110,4.518181818,0.3601609658,3
3829,93193000,19550000,,남성 캐주얼,강남점,6,3.166666667,0.1578947368,43
3830,2640000,2640000,,남성 캐주얼,영등포점,1,1,0,0
3831,213268640,24196000,,기타,미아점,51,2.37254902,0.1487603306,6
3832,138702710,47760000,,기타,잠실점,33,2.848484848,0.2021276596,10
3833,244075350,24450000,3336000,화장품,본  점,41,1.853658537,0.2894736842,8
3834,60481500,31710000,,디자이너,부산본점,6,1.166666667,0.1428571429,30
3835,241054260,22250000,22814000,농산물,울산점,35,4.514285714,0.3670886076,10
3836,319377040,51060000,95269440,기타,분당점,138,5.398550725,0.3046979866,2
3837,164430720,81795000,1338000,명품,본  점,33,1.606060606,0.2641509434,10
3838,8525000,8525000,,골프,영등포점,1,1,0,0
3839,11414450,1689600,,기타,본  점,26,3.192307692,0.6024096386,13
3840,38203500,21975000,2197500,피혁잡화,본  점,11,1.545454545,0,18
3841,97571960,10120000,1277500,기타,영등포점,56,4.928571429,0.2898550725,6
3842,142265110,21792000,,기타,광주점,21,2.523809524,0.1132075472,14
3843,104770900,60750000,60750000,기타,미아점,45,3.222222222,0.3586206897,7
3844,7381090,5880000,,가공식품,잠실점,10,2.3,0.4347826087,29
3845,391920320,41170000,27094000,농산물,강남점,127,11.20472441,0.2290934645,2
3846,164728800,11270000,,시티웨어,분당점,70,3.171428571,0.6531531532,5
3847,156678000,27786000,10692000,디자이너,강남점,16,1.25,0.3,19
3848,28210430,3560000,,농산물,노원점,13,3.769230769,0.2857142857,20
3849,940800,901600,,스포츠,본  점,1,2,1,0
3850,116978000,20000000,,농산물,분당점,62,4.274193548,0.2641509434,5
3851,201215400,29670000,33571400,캐주얼,본  점,35,2.742857143,0.3958333333,10
3852,75211300,36128000,,스포츠,영등포점,7,2.428571429,0.5294117647,39
3853,1932000,1372000,,시티웨어,분당점,2,1,1,0
3854,16246920,6216000,,시티웨어,분당점,2,3,0,4
3855,213586460,16240000,9420000,농산물,잠실점,43,5.023255814,0.4166666667,7
3856,50610760,26088000,,가공식품,미아점,5,3.8,0.7368421053,37
3857,103244530,12640000,12196600,기타,분당점,51,3.470588235,0.3728813559,7
3858,59892300,11500000,,화장품,본  점,16,2.9375,0.3829787234,21
3859,7729700,6280000,,일용잡화,부산본점,2,3.5,0,32
3860,35000,35000,,가공식품,노원점,1,1,0,0
3861,155724850,51763800,6721500,디자이너,관악점,20,1.55,0.2258064516,17
3862,29485530,4250000,,가공식품,본  점,15,4.533333333,0.3529411765,23
3863,73911370,73200000,13409000,가구,인천점,3,3.333333333,0.7,1
3864,64000,64000,,주방가전,부산본점,1,1,0,0
3865,6005000,4625000,,트래디셔널,본  점,2,1.5,0,0
3866,507000,507000,,시티웨어,영등포점,1,1,0,0
3867,6126000,3156000,,시티웨어,본  점,3,1.333333333,0.25,112
3868,7825000,5200000,,피혁잡화,분당점,3,1,0.3333333333,24
3869,34248500,23166000,,섬유잡화,본  점,7,1.428571429,0,24
3870,174786820,8660000,169000,기타,관악점,74,14.16216216,0.3244274809,4
3871,15964800,5058750,,농산물,부산본점,16,5.4375,0.6436781609,19
3872,3341000,3168000,,가공식품,일산점,2,5,0,42
3873,18116430,7260000,,기타,분당점,7,5,0.3142857143,8
3874,21837400,11000000,,생활잡화,본  점,6,1,0.3333333333,27
3875,110450500,23126040,3852000,농산물,분당점,42,4.071428571,0.1988304094,8
3876,14789540,6200000,,가공식품,잠실점,14,1.785714286,0.12,15
3877,342925360,39606000,36614100,남성정장,분당점,40,2.225,0.3595505618,8
3878,58757800,20401000,,주방용품,잠실점,7,2.571428571,0.7777777778,9
3879,6247200,6247200,,건강식품,광주점,1,1,0,0
3880,12561000,6336000,,액세서리,분당점,1,2,0,0
3881,220341630,48600000,4468800,농산물,일산점,72,3.902777778,0.2953736655,4
3882,42733170,9500000,2592000,수산품,부산본점,14,1.928571429,0.3703703704,17
3883,30163000,10750000,,화장품,잠실점,6,1.166666667,0,35
3884,416156670,57200000,,농산물,분당점,56,4.017857143,0.3733333333,6
3885,1514000,500000,,가공식품,부평점,5,1.6,0.125,26
3886,80000,80000,,수산품,분당점,1,1,1,0
3887,324735890,50160000,,가공식품,잠실점,39,2.615384615,0.4803921569,8
3888,73486200,10237500,,건강식품,본  점,14,2.142857143,0.1666666667,23
3889,113091250,11450000,,기타,청량리점,39,4.128205128,0.2732919255,9
3890,485450,345000,,기타,광주점,1,4,0,0
3891,49493910,12050000,,화장품,잠실점,13,1.923076923,0.12,20
3892,298062250,52512000,47166400,디자이너,강남점,15,2.4,0.1388888889,20
3893,193056610,16100000,,농산물,관악점,51,10.78431373,0.3145454545,6
3894,144759040,24624000,20912400,디자이너,본  점,30,2.533333333,0.1578947368,11
3895,774889600,85690000,264130400,디자이너,노원점,57,1.50877193,0.2906976744,5
